0,0,-9.844957,0.2681506,0.248997,-0.07180387,0.002317485,0.02536964,38.47,101640.3,-9.585756
50,0,-9.780313,0.296881,0.3567361,-0.02570584,-0.01247119,0.02936658,38.47,101640.3,-9.585756
100,0,-9.730036,0.533907,0.4764462,-0.03409941,-0.01100564,0.03109859,38.47,101640.3,-9.585756
150,0,-9.797073,0.4740519,0.4381389,-0.07926482,0.006847349,0.02363763,38.47,101639.6,-9.530651
224,0,-9.818622,0.2896984,0.237026,-0.04182683,-0.01193826,0.02949981,38.47,101638.9,-9.475547
274,0,-9.77792,0.4405331,0.4501099,-0.02477323,-0.01073918,0.03069889,38.47,101638.2,-9.422946
348,0,-9.80665,0.4525041,0.4070143,-0.0847273,0.004449186,0.02377086,38.47,101637.5,-9.370346
425,0,-9.82341,0.3471592,0.3519476,-0.05155272,-0.008474249,0.02710165,38.47,101636.8,-9.315241
475,0,-9.746795,0.3495534,0.4668693,-0.02344091,-0.01327058,0.02883365,38.47,101636.2,-9.260137
530,0,-9.78989,0.5865794,0.4381389,-0.09858336,0.001118404,0.02337117,38.47,101636.8,-9.315241
580,0,-9.794679,0.308852,0.28491,-0.05421734,0.001917791,0.02830073,38.47,101636.8,-9.315241
658,0,-9.758766,0.4429273,0.4333505,-0.01757873,-0.01673459,0.03429614,38.47,101636.2,-9.260137
708,0,-9.80665,0.5554548,0.3663129,-0.07939806,0.002583948,0.02696841,38.47,101635.5,-9.260137
786,0,-9.85214,0.3495534,0.5243302,-0.03969513,-0.003144998,0.03043243,38.47,101636.2,-9.260137
836,0,-9.902418,0.4692635,0.770933,-0.02197537,-0.006342549,0.03176474,38.47,101636.8,-9.315241
909,0,-9.799467,0.4525041,0.4501099,-0.05568289,0.005115342,0.0277678,38.47,101636.2,-9.260137
959,0,-9.80665,0.4022259,0.3160346,-0.05901366,0.001118404,0.02377086,38.47,101636.8,-9.315241
1033,0,-9.775525,0.4165911,0.4429273,-0.01811166,-0.009140406,0.02856719,38.47,101636.8,-9.315241
1083,0,-9.782708,0.5315128,0.5770026,-0.05994629,-0.000746835,0.02590257,38.47,101636.8,-9.315241
1173,0,-9.787497,0.3902549,0.3375824,-0.04009482,-0.008607482,0.0324309,38.47,101636.2,-9.260137
1224,0,-9.758766,0.4094085,0.4836287,-0.03449911,-0.007941325,0.02843396,38.47,101636.2,-9.260137
1276,0,-9.782708,0.5171475,0.5267244,-0.05554966,0.003116873,0.0320312,38.47,101636.2,-9.260137
1326,0,-9.835381,0.3232172,0.2920926,-0.05888043,0.003383336,0.02430379,38.47,101636.8,-9.315241
1408,0,-9.773131,0.4118027,0.4070143,-0.0195772,-0.007808094,0.0366943,38.47,101636.8,-9.315241
1458,0,-9.770737,0.545878,0.4477157,-0.06607492,-0.003278229,0.02656872,38.47,101636.8,-9.315241
1532,0,-9.811439,0.3495534,0.2920926,-0.05128625,-0.004743773,0.02710165,38.47,101636.9,-9.317746
1582,0,-9.818622,0.3232172,0.3998317,-0.02783754,-0.0142032,0.03309705,38.47,101637.6,-9.370346
1655,0,-9.770737,0.5315128,0.533907,-0.06314384,0.001384866,0.02217209,38.47,101637.6,-9.425451
1705,0,-9.768343,0.3471592,0.2777274,-0.06407645,-0.0002139099,0.02310471,38.47,101638.3,-9.425451
1779,0,-9.785102,0.4165911,0.4548983,-0.03170125,-0.008740712,0.0320312,38.47,101638.3,-9.370346
1829,0,-9.821015,0.5506664,0.521936,-0.04742254,-0.005276699,0.02630226,38.47,101638.3,-9.425451
1879,0,-9.813833,0.4213795,0.3375824,-0.06860632,-0.003278229,0.02390409,38.47,101638.3,-9.425451
1930,0,-9.801862,0.3064578,0.3854665,-0.03596465,-0.004877005,0.0320312,38.47,101638.3,-9.425451
1981,0,-9.792285,0.4979939,0.4908113,-0.02503969,-0.01460289,0.0302992,38.47,101638.3,-9.425451
2051,0,-9.78989,0.4740519,0.3471592,-0.06434292,0.002983642,0.02417056,38.47,101637.6,-9.370346
2101,0,-9.804255,0.3112462,0.3399766,-0.045957,-0.004210849,0.02630226,38.48,101638.3,-9.427956
2175,0,-9.80665,0.5171475,0.4572925,-0.02490646,-0.004477311,0.03402967,38.48,101638.3,-9.427956
2225,0,-9.785102,0.4572925,0.4668693,-0.07113771,-8.067767e-05,0.02403733,38.48,101636.9,-9.320251
2299,0,-9.813833,0.3160346,0.3902549,-0.04795547,-0.006475781,0.02736811,38.48,101636.2,-9.265145
2349,0,-9.773131,0.4189853,0.3615245,-0.02823724,-0.0095401,0.02870042,38.48,101636.2,-9.210041
2423,0,-9.801862,0.4141969,0.3878607,-0.06847309,5.255266e-05,0.02457025,38.48,101635.5,-9.210041
2473,0,-9.804255,0.3734955,0.3112462,-0.05208564,-0.002212379,0.02670195,38.48,101634.8,-9.15744
2546,0,-9.804255,0.4429273,0.4620809,-0.02730462,-0.009273638,0.0298995,38.48,101634.8,-9.15744
2608,0,-9.746795,0.4764462,0.4453215,-0.08166299,0.001118404,0.0260358,38.48,101634.8,-9.15744
2658,0,-9.773131,0.296881,0.3926491,-0.047689,-0.006076087,0.03003273,38.48,101634.8,-9.15744
2720,0,-9.794679,0.4979939,0.4165911,-0.02583908,-0.008607482,0.02830073,38.48,101634.8,-9.15744
2770,0,-9.758766,0.4596867,0.5243302,-0.05981305,-0.002878535,0.0281675,38.48,101634.2,-9.102336
2849,0,-9.780313,0.3136404,0.3303998,-0.05395088,-0.005276699,0.03176474,38.48,101634.2,-9.102336
2899,0,-9.797073,0.3519476,0.3687071,-0.03663081,-0.01180503,0.03123182,38.48,101634.2,-9.102336
2973,0,-9.794679,0.5770026,0.4333505,-0.07247002,0.001651328,0.02750134,38.48,101633.5,-9.049735
3023,0,-9.811439,0.3064578,0.3711013,-0.05181918,-0.001546222,0.02443702,38.48,101634.9,-9.15744
3096,0,-9.785102,0.4405331,0.320823,-0.02823724,-0.00940687,0.03256413,38.48,101634.2,-9.102336
3146,0,-9.792285,0.4788404,0.4141969,-0.06194475,-0.006076087,0.02750134,38.48,101634.9,-9.15744
3220,0,-9.742006,0.3280056,0.3902549,-0.05008717,-0.007008705,0.02430379,38.48,101634.2,-9.102336
3270,0,-9.758766,0.3471592,0.3232172,-0.03436588,-0.003944386,0.02830073,38.48,101634.2,-9.102336
3363,0,-9.782708,0.4716577,0.3615245,-0.07273649,-0.001546222,0.02363763,38.48,101634.2,-9.10484
3413,0,-9.797073,0.3016694,0.4046201,-0.06181152,-0.002345609,0.02790103,38.48,101634.2,-9.10484
3467,0,-9.751583,0.4692635,0.3232172,-0.02863693,-0.008740712,0.03136505,38.48,101634.2,-9.15744
3518,0,-9.780313,0.4908113,0.4357447,-0.07100449,-0.003677923,0.0320312,38.48,101634.9,-9.15744
3595,0,-9.804255,0.3734955,0.4141969,-0.04289268,-0.005942855,0.02976627,38.48,101634.9,-9.15744
3645,0,-9.794679,0.4477157,0.3471592,-0.03782989,-0.006875474,0.02870042,38.48,101635.5,-9.212545
