(data_type, time, state, temperature, alt, ram_diff, bno_x, bno_y, bno_z, high_x, high_y, high_z, gyro_x, gyro_y, gyro_z, mag_x, mag_y, mag_z, heading, roll, pitch)
0,1834,0,-0.02,0.1702881,154.8125,1.88,0.64,-9.599999,3.14,2.71,9.81,0.125,-0.125,-0.0625,6.37,19.06,12.0,22.1,10.9,-176.0
0,1844,0,-0.02,0.1702881,154.8125,1.88,0.61,-9.63,3.14,2.71,9.81,0.0,-0.125,0.0,6.37,19.06,12.0,22.1,10.9,-176.0
0,1854,0,-0.02,0.1702881,154.8125,1.85,0.63,-9.59,3.14,2.71,9.81,0.125,-0.0625,0.0625,6.37,19.06,12.0,22.1,10.9,-176.0
0,1860,0,-0.02,0.1702881,154.8125,1.89,0.59,-9.67,3.14,2.71,9.81,0.0,-0.1875,-0.0625,6.0,19.06,12.75,22.1,10.9,-176.0
0,1867,0,-0.02,0.1702881,154.8125,1.89,0.59,-9.67,3.14,2.71,9.81,0.125,0.125,-0.0625,6.0,19.06,12.75,22.1,10.9,-176.0
0,1890,0,-0.02,0.1702881,154.8125,1.91,0.57,-9.679999,3.14,2.71,9.81,-0.0625,0.125,0.0,6.0,19.06,12.75,22.1,10.9,-176.0
0,1896,0,-0.02,0.1702881,154.8125,1.91,0.57,-9.679999,3.14,2.71,9.81,0.0,0.0625,0.0,6.0,19.06,12.75,22.1,10.9,-176.0
0,1905,0,-0.02,0.1702881,154.8125,1.89,0.62,-9.639999,3.14,2.71,9.81,0.0,0.0625,0.0,6.0,19.06,12.75,22.1,10.9,-176.0
0,1913,0,-0.02,0.1702881,154.8125,1.91,0.61,-9.63,3.14,2.71,9.81,0.0,-0.0625,-0.0625,5.37,19.5,11.5,22.1,10.9,-176.0
0,1924,0,-0.02,0.1702881,154.8125,1.92,0.62,-9.639999,3.14,2.71,9.81,0.0625,0.1875,0.0,5.37,19.5,11.5,22.1,10.9,-176.0
0,1934,0,-0.02,0.1089478,400.8125,1.96,0.59,-9.73,3.14,2.71,9.81,0.0,0.1875,-0.125,5.37,19.5,11.5,22.1,10.9,-176.0
0,1944,0,-0.02,0.1089478,400.8125,1.91,0.61,-9.7,3.14,2.71,9.81,0.0625,0.0625,0.0,5.37,19.5,11.5,22.1,10.9,-176.0
0,1954,0,-0.02,0.1089478,400.8125,1.91,0.57,-9.65,3.14,2.71,9.81,0.0,0.0625,0.0625,5.37,19.5,11.5,22.1,10.9,-176.0
0,1962,0,-0.02,0.04760742,400.8125,1.9,0.68,-9.679999,3.14,2.71,9.81,0.0625,0.0,0.0625,5.0,18.68,12.0,22.1,10.9,-176.0
0,1971,0,-0.02,0.04760742,400.8125,1.92,0.64,-9.63,3.14,2.71,9.81,0.0,-0.1875,-0.0625,5.0,18.68,12.0,22.1,10.9,-176.0
0,1979,0,-0.02,0.04760742,400.8125,1.92,0.67,-9.67,3.14,2.71,9.81,-0.0625,0.125,0.0625,5.0,18.68,12.0,22.1,10.9,-176.0
0,1986,0,-0.02,0.04760742,400.8125,1.92,0.67,-9.67,3.14,2.71,9.81,-0.0625,0.125,0.0625,5.0,18.68,12.0,22.1,10.9,-176.0
0,1995,0,-0.02,0.04760742,400.8125,1.89,0.68,-9.679999,3.14,2.71,9.81,-0.1875,0.0,0.0625,5.0,18.68,12.0,22.1,10.9,-176.0
0,2004,0,-0.02,0.04760742,400.8125,1.86,0.65,-9.679999,3.14,2.71,9.81,-0.125,0.0,0.0625,5.0,18.68,12.0,22.1,10.9,-176.0
0,2011,0,-0.04,0.1089478,400.8125,1.9,0.65,-9.66,3.14,2.71,9.81,-0.0625,0.0,-0.0625,6.0,19.5,12.75,22.1,10.9,-176.0
0,2019,0,-0.04,0.1089478,400.8125,1.9,0.68,-9.679999,3.14,2.71,9.81,-0.1875,-0.25,0.0625,6.0,19.5,12.75,22.1,10.9,-176.0
0,2026,0,-0.04,0.1089478,619.8125,1.9,0.68,-9.679999,3.14,2.71,9.81,-0.1875,-0.25,0.0625,6.0,19.5,12.75,22.1,10.9,-176.0
0,2035,0,-0.04,0.1089478,619.8125,1.87,0.68,-9.599999,3.14,2.71,9.81,0.0,0.0,-0.0625,6.0,19.5,12.75,22.1,10.9,-176.0
0,2045,0,-0.04,0.1089478,619.8125,1.87,0.68,-9.679999,3.14,2.71,9.81,-0.125,-0.0625,0.0625,6.0,19.5,12.75,22.1,10.9,-176.0
0,2054,0,-0.04,0.1089478,619.8125,1.87,0.67,-9.599999,3.14,2.71,9.81,0.0625,0.0625,0.0,6.0,19.5,12.75,22.1,10.9,-176.0
0,2061,0,-0.04,0.1089478,619.8125,1.86,0.67,-9.59,3.14,2.71,9.81,-0.1875,0.125,-0.125,5.37,19.06,12.0,22.1,10.9,-176.0
0,2068,0,-0.04,0.1089478,619.8125,1.86,0.67,-9.59,3.14,2.71,9.81,0.125,-0.0625,-0.125,5.37,19.06,12.0,22.1,10.9,-176.0
0,2076,0,-0.04,0.1089478,619.8125,1.88,0.72,-9.67,3.14,2.71,9.81,0.125,-0.0625,-0.125,5.37,19.06,12.0,22.1,10.9,-176.0
0,2085,0,-0.04,0.1089478,619.8125,1.87,0.65,-9.58,3.14,2.71,9.81,0.0,-0.0625,-0.125,5.37,19.06,12.0,22.1,10.9,-176.0
0,2094,0,-0.04,0.1089478,619.8125,1.89,0.64,-9.66,3.14,2.71,9.81,0.0,0.0,-0.125,5.37,19.06,12.0,22.1,10.9,-176.0
0,2105,0,-0.04,0.1089478,619.8125,1.87,0.72,-9.61,3.14,2.71,9.81,0.0,0.25,-0.0625,5.37,19.06,12.0,22.1,10.9,-176.0
0,2228,0,-0.04,0.1702881,889.8125,1.94,0.6,-9.82,3.14,2.71,9.81,0.0625,-0.25,-0.0625,5.68,17.56,12.0,22.1,10.9,-176.0
0,2254,0,-0.04,0.1702881,889.8125,2.02,0.6,-9.52,3.14,2.71,9.81,0.0,-0.25,0.0,5.68,17.56,12.0,22.1,10.9,-176.0
0,2268,0,-0.04,0.1702881,889.8125,1.88,0.63,-9.42,3.14,2.71,9.81,-0.125,0.0625,0.0625,-4.25,-34.75,35.5,22.1,10.9,-176.0
0,2289,0,-0.04,0.1702881,889.8125,1.8,0.63,-9.9,3.14,2.71,9.81,-0.0625,0.25,-0.125,-4.25,-34.75,35.5,22.1,10.9,-176.0
0,2309,0,-0.04,0.1089478,889.8125,1.81,0.61,-9.77,3.14,2.71,9.81,-0.0625,0.125,-0.0625,-1.56,-16.0,29.0,22.1,10.9,-176.0
0,2369,0,-0.04,0.1089478,1394.813,1.92,0.68,-9.71,3.14,2.71,9.81,-0.1875,-0.0625,0.0625,0.87,-11.87,29.5,22.1,10.9,-176.0
1,18.0,40.0,14.48456,N,73.0,42.0,20.8429,E,0.007716,0.0,0.95,2.0,b'ROV',44.94269,2302.0,15.0
0,2388,0,-0.04,0.1089478,1116.813,1.8,0.65,-9.75,3.14,2.71,9.81,-0.125,0.0,-0.0625,0.87,-11.87,29.5,22.1,10.9,-176.0
0,2431,0,-0.04,0.04760742,1116.813,1.9,0.7,-9.58,3.14,2.71,9.81,-0.0625,0.25,-0.1875,-1.0,-9.25,29.5,22.1,10.9,-176.0
1,18.0,40.0,14.48456,N,73.0,42.0,20.8429,E,0.007716,0.0,0.95,2.0,b'VNC',44.94269,2302.0,112.0
0,2451,0,-0.04,0.1089478,1116.813,1.88,0.68,-9.92,3.14,2.71,9.81,0.0,0.125,0.125,-1.0,-9.25,29.5,22.1,10.9,-176.0
0,2502,0,-0.04,0.04760742,590.8125,1.94,0.68,-9.54,3.14,2.71,9.81,-0.125,0.0625,0.0,1.25,-3.06,28.18,22.1,10.9,-176.0
1,18.0,40.0,14.48456,N,73.0,42.0,20.8429,E,0.007716,0.0,0.95,2.0,b'GGA',45.6427,2440.0,18.0
0,2522,0,-0.04,0.04760742,590.8125,1.98,0.79,-9.86,3.14,2.71,9.81,-0.0625,0.0,0.0,0.87,-3.37,27.25,22.1,10.9,-176.0
0,2575,0,-0.04,0.1089478,590.8125,1.85,0.6599999,-9.679999,3.14,2.71,9.81,0.1875,-0.0625,-0.0625,1.68,-7.5,27.25,22.1,10.9,-176.0
0,2598,0,-0.04,0.1089478,256.8125,2.02,0.71,-9.61,3.14,2.71,9.81,0.3125,-0.125,0.0,1.68,-7.5,27.25,22.1,10.9,-176.0
0,2645,0,-0.04,0.1089478,256.8125,1.75,0.4,-9.29,3.14,2.71,9.81,-0.3125,0.0,0.0625,0.18,-8.56,26.5,22.1,10.9,-176.0
0,2669,0,-0.04,0.1089478,256.8125,1.44,0.56,-10.1,3.14,2.71,9.81,-0.1875,0.8125,-0.1875,1.25,-2.68,26.5,22.1,10.9,-176.0
0,2684,0,-0.04,0.1089478,256.8125,1.9,0.74,-10.27,3.14,2.71,9.81,0.0,0.125,-0.0625,1.25,-2.68,26.5,22.1,10.9,-176.0
0,2704,0,-0.04,0.1089478,29.8125,2.09,0.67,-9.559999,3.14,2.71,9.81,0.25,0.125,-0.25,1.25,-2.68,26.5,22.1,10.9,-176.0
0,2732,0,-0.04,0.1089478,29.8125,2.16,0.58,-9.74,3.14,2.71,9.81,-0.1875,-0.25,0.0,2.0,-0.06,25.18,22.1,10.9,-176.0
0,2747,0,-0.04,0.04760742,29.8125,2.01,0.69,-9.69,3.14,2.71,9.81,0.0625,-0.4375,0.0625,2.0,-0.06,25.18,22.1,10.9,-176.0
0,2761,0,-0.04,0.04760742,29.8125,1.93,0.54,-10.11,3.14,2.71,9.81,0.0625,-0.5,0.125,0.5,-6.37,28.18,22.1,10.9,-176.0
0,2772,0,-0.04,0.04760742,29.8125,1.68,0.79,-9.92,3.14,2.71,9.81,0.125,-0.625,0.0625,0.5,-6.37,28.18,22.1,10.9,-176.0
0,2780,0,-0.04,0.04760742,29.8125,1.78,0.7,-9.76,3.14,2.71,9.81,0.1875,-0.5,0.0,0.5,-6.37,28.18,22.1,10.9,-176.0
1,18.0,40.0,14.48456,N,73.0,42.0,20.8429,E,0.007716,0.0,0.95,2.0,b'GLL',45.6427,2771.0,9.0
0,2789,0,-0.04,0.04760742,41.8125,1.82,0.69,-9.58,3.14,2.71,9.81,0.1875,-0.5,0.0,0.5,-6.37,28.18,22.1,10.9,-176.0
0,2798,0,-0.04,0.04760742,41.8125,1.75,0.52,-9.099999,3.14,2.71,9.81,0.0625,-0.1875,0.0,0.5,-6.37,28.18,22.1,10.9,-176.0
0,2808,0,-0.04,0.04760742,41.8125,1.56,0.6,-8.99,3.14,2.71,9.81,-0.4375,-0.0625,0.0625,0.5,-6.37,28.18,22.1,10.9,-176.0
0,2817,0,-0.04,0.04760742,41.8125,1.51,0.7,-9.3,3.14,2.71,9.81,-0.5,0.25,-0.125,1.68,-1.87,25.18,22.1,11.0,-176.0
0,2827,0,-0.04,0.04760742,41.8125,1.68,0.6599999,-9.889999,3.14,2.71,9.81,-0.4375,0.75,-0.1875,1.68,-1.87,25.18,22.1,11.0,-176.0
0,2837,0,-0.04,0.04760742,41.8125,1.95,0.68,-10.58,3.14,2.71,9.81,-0.25,0.75,-0.1875,1.68,-1.87,25.18,22.1,11.0,-176.0
0,2848,0,-0.04,0.04760742,41.8125,1.95,0.7,-10.28,3.14,2.71,9.81,-0.25,0.5,-0.125,1.68,-1.87,25.18,22.1,11.0,-176.0
0,2858,0,-0.04,0.04760742,41.8125,1.85,0.65,-9.92,3.14,2.71,9.81,-0.4375,0.625,-0.125,1.68,-1.87,25.18,22.1,11.0,-176.0
0,2867,0,-0.04,0.04760742,41.8125,1.84,0.73,-8.97,3.14,2.71,9.81,-0.125,0.5625,-0.125,2.37,0.56,26.0,22.1,11.0,-176.0
0,2877,0,-0.04,-0.01373291,242.8125,1.9,0.68,-9.179999,3.14,2.71,9.81,-0.0625,0.25,-0.1875,2.37,0.56,26.0,22.1,11.0,-176.0
0,2888,0,-0.04,-0.01373291,242.8125,2.2,0.75,-9.34,3.14,2.71,9.81,0.0,0.0625,-0.125,2.37,0.56,26.0,22.1,11.0,-176.0
0,2897,0,-0.04,-0.01373291,242.8125,2.26,0.67,-9.849999,3.14,2.71,9.81,0.125,0.0,0.0,2.37,0.56,26.0,22.1,11.0,-176.0
0,2908,0,-0.04,-0.01373291,242.8125,1.99,0.68,-9.86,3.14,2.71,9.81,0.0625,-0.4375,0.0,2.37,0.56,26.0,22.1,11.0,-176.0
0,2914,0,-0.06,0.04760742,242.8125,2.06,0.75,-9.82,3.14,2.71,9.81,0.3125,-0.875,-0.0625,0.87,-3.37,26.87,22.1,11.0,-176.0
0,2923,0,-0.06,0.04760742,242.8125,2.16,0.82,-9.679999,3.14,2.71,9.81,0.375,-1.25,0.0,0.87,-3.37,26.87,22.1,10.9,-176.0
0,2929,0,-0.06,0.04760742,242.8125,2.16,0.82,-9.679999,3.14,2.71,9.81,0.375,-1.25,0.0,0.87,-3.37,26.87,22.1,10.9,-176.0
0,2938,0,-0.06,0.04760742,242.8125,2.56,0.8,-9.49,3.14,2.71,9.81,0.4375,-1.0,0.0625,0.87,-3.37,26.87,22.1,10.9,-176.0
0,2948,0,-0.06,0.1089478,242.8125,2.32,0.7,-9.12,3.14,2.71,9.81,0.25,-0.8125,0.25,0.87,-3.37,26.87,22.1,10.9,-176.0
0,2958,0,-0.06,0.04760742,242.8125,1.69,0.25,-8.67,3.14,2.71,9.81,0.0625,-0.125,0.4375,0.87,-3.37,26.87,22.1,10.9,-176.0
0,2967,0,-0.06,0.04760742,242.8125,0.9599999,-0.02,-8.12,3.14,2.71,9.81,-0.875,0.3125,0.375,3.87,3.18,19.18,22.1,10.9,-176.0
0,2978,0,-0.06,0.04760742,533.8125,0.76,0.9799999,-11.19,3.14,2.71,9.81,-1.4375,1.0,-0.125,3.87,3.18,19.18,22.1,10.9,-176.0
0,2988,0,-0.06,0.04760742,533.8125,1.45,0.65,-13.06,3.14,2.71,9.81,0.5625,1.25,-0.1875,3.87,3.18,19.18,22.1,11.0,-176.0
0,2998,0,-0.06,-0.01373291,533.8125,2.09,0.15,-12.55,3.14,2.71,9.81,1.125,0.75,-0.0625,3.87,3.18,19.18,22.1,11.0,-176.0
0,3008,0,-0.06,-0.01373291,533.8125,1.86,0.9,-8.65,3.14,2.71,9.81,-0.4375,-0.25,-0.3125,3.87,3.18,19.18,22.1,11.0,-176.0
0,3016,0,-0.06,-0.0703125,533.8125,2.49,0.9599999,-8.36,3.14,2.71,9.81,0.5,-0.3125,-0.5625,4.56,4.68,19.68,22.1,11.0,-176.0
0,3027,0,-0.06,-0.0703125,533.8125,3.15,0.88,-8.3,3.14,2.71,9.81,0.75,-0.625,-0.5,4.56,4.68,19.68,22.1,10.9,-176.0
0,3037,0,-0.06,-0.0703125,533.8125,3.06,1.29,-7.69,3.14,2.71,9.81,-0.4375,-0.375,-0.25,4.56,4.68,19.68,22.1,10.9,-176.0
0,3063,0,-0.06,-0.1364136,533.8125,1.2,0.27,-10.03,3.14,2.71,9.81,-0.9375,0.0625,0.6875,5.37,7.25,18.75,22.1,10.9,-176.0
0,3070,0,-0.06,-0.1364136,829.8125,1.2,0.27,-10.03,3.14,2.71,9.81,-0.9375,0.0625,0.6875,5.37,7.25,18.75,22.1,10.9,-176.0
0,3079,0,-0.06,-0.1364136,829.8125,0.76,0.52,-11.42,3.14,2.71,9.81,-0.1875,-0.0625,0.4375,5.37,7.25,18.75,22.1,10.9,-176.0
0,3089,0,-0.06,-0.1364136,829.8125,0.84,0.74,-10.9,3.14,2.71,9.81,-0.0625,0.125,-0.0625,5.37,7.25,18.75,22.1,10.9,-176.0
0,3099,0,-0.06,-0.1364136,829.8125,1.0,0.38,-10.22,3.14,2.71,9.81,0.125,-0.375,-0.125,5.37,7.25,18.75,22.1,10.9,-176.0
0,3109,0,-0.06,-0.1364136,829.8125,1.1,0.62,-9.55,3.14,2.71,9.81,0.8125,-1.0,-0.4375,5.37,7.25,18.75,22.1,10.9,-176.0
0,3116,0,-0.06,-0.1364136,829.8125,2.54,0.8599999,-8.77,3.14,2.71,9.81,0.625,-1.1875,-0.4375,5.0,8.75,16.68,22.1,10.9,-176.0
0,3125,0,-0.06,-0.1364136,829.8125,2.95,1.05,-8.58,3.14,2.71,9.81,0.3125,-0.4375,-0.5,5.0,8.75,16.68,22.1,10.9,-176.0
0,3132,0,-0.06,-0.1364136,829.8125,2.95,1.05,-8.58,3.14,2.71,9.81,-0.3125,0.25,-0.3125,5.0,8.75,16.68,22.1,10.9,-176.0
0,3140,0,-0.06,-0.1929932,829.8125,3.08,1.02,-8.559999,3.14,2.71,9.81,-0.3125,0.25,-0.3125,5.0,8.75,16.68,22.1,10.9,-176.0
0,3149,0,-0.06,-0.1929932,829.8125,2.28,0.4,-10.4,3.14,2.71,9.81,-0.5625,0.4375,0.0,5.0,8.75,16.68,22.1,10.9,-176.0
0,3268,0,-0.06,-0.0703125,1143.813,1.52,0.65,-8.91,3.14,2.71,9.81,-0.0625,-0.0625,0.125,7.18,16.87,9.0,22.1,10.9,-176.0
0,3281,0,-0.06,-0.0703125,1143.813,1.84,0.69,-9.24,3.14,2.71,9.81,0.375,0.1875,0.0625,7.18,16.87,9.0,22.1,10.9,-176.0
0,3298,0,-0.06,-0.1364136,1143.813,1.74,0.76,-8.34,3.14,2.71,9.81,-0.3125,-0.3125,0.125,7.18,16.87,9.0,22.1,10.9,-176.0
0,3315,0,-0.06,-0.1364136,1143.813,1.81,0.48,-10.37,3.14,2.71,9.81,0.125,0.125,-0.0625,7.5,17.56,9.0,22.1,10.9,-176.0
0,3334,0,-0.06,-0.01373291,1143.813,1.39,1.08,-9.95,3.14,2.71,9.81,-0.6875,0.3125,-0.0625,7.5,17.56,9.0,22.1,10.9,-176.0
0,3369,0,-0.06,-0.0703125,1526.813,1.75,0.77,-9.22,3.14,2.71,9.81,-0.25,0.125,-0.25,7.87,17.56,9.37,22.1,10.9,-176.0
1,18.0,40.0,14.4809,N,73.0,42.0,20.83923,E,0.0375512,0.0,0.95,2.0,b'ROV',45.6427,3327.0,14.0
0,3391,0,-0.06,-0.0703125,1526.813,1.96,0.64,-8.78,3.14,2.71,9.81,-0.1875,0.0,-0.125,7.87,17.56,9.37,22.1,10.9,-176.0
0,3431,0,-0.06,-0.01373291,1526.813,1.58,0.79,-9.94,3.14,2.71,9.81,-0.25,0.0,-0.125,7.5,17.25,8.5,22.1,10.9,-176.0
1,18.0,40.0,14.4809,N,73.0,42.0,20.83923,E,0.0375512,0.0,0.95,2.0,b'VNC',45.6427,3327.0,74.0
0,3454,0,-0.06,-0.0703125,1063.813,1.6,0.84,-9.36,3.14,2.71,9.81,0.125,0.3125,-0.0625,7.5,17.25,8.5,22.1,10.9,-176.0
0,3502,0,-0.06,-0.1316528,1063.813,2.16,0.62,-10.08,3.14,2.71,9.81,-0.0625,0.0,0.0625,8.25,17.25,10.68,22.1,10.9,-176.0
1,18.0,40.0,14.4809,N,73.0,42.0,20.83923,E,0.0375512,0.0,0.95,2.0,b'GGA',46.1427,3443.0,20.0
0,3524,0,-0.06,-0.1316528,1063.813,2.06,0.34,-9.63,3.14,2.71,9.81,-0.25,-0.0625,0.0,8.25,18.0,10.18,22.1,10.9,-176.0
0,3574,0,-0.06,-0.1316528,733.8125,1.85,0.79,-9.76,3.14,2.71,9.81,0.3125,0.1875,0.125,8.25,17.25,10.68,22.1,10.9,-176.0
0,3595,0,-0.06,-0.0703125,733.8125,1.93,0.4,-9.82,3.14,2.71,9.81,0.125,0.0625,0.0,8.25,17.25,10.68,22.1,10.9,-176.0
0,3645,0,-0.06,-0.0703125,613.8125,1.85,0.82,-9.57,3.14,2.71,9.81,-0.5,0.125,-0.25,8.68,17.56,9.75,22.1,10.9,-176.0
0,3665,0,-0.06,-0.1316528,613.8125,1.68,1.03,-9.36,3.14,2.71,9.81,-0.4375,-0.1875,0.0625,7.87,18.0,9.37,22.1,10.9,-176.0
0,3691,0,-0.06,-0.1316528,613.8125,1.85,0.68,-9.49,3.14,2.71,9.81,0.5625,0.0625,-0.0625,7.87,18.0,9.37,22.1,10.9,-176.0
0,3711,0,-0.06,-0.0703125,613.8125,1.88,0.53,-9.84,3.14,2.71,9.81,-0.125,0.1875,-0.125,7.87,18.0,9.37,22.1,10.9,-176.0
0,3746,0,-0.06,-0.0703125,234.8125,1.73,1.09,-9.059999,3.14,2.71,9.81,0.0625,0.125,0.125,8.68,17.56,11.06,22.1,10.9,-176.0
