data_type, time(ms), state, temp - calib temp, alt, ram_diff, bno_x, bno_y, bno_z, gyro_x, gyro_y, gyro_z
b'F',766849,3,4.2,914.6608887,2506.28125,10.25,3.18,-3.52,-307.5,2.8125,19.9375
b'F',766880,3,4.22,913.953125,2506.28125,8.77,3.2,-2.24,-299.75,2.5,28.4375
b'F',766919,3,4.22,913.4530029,3055.28125,8.88,3.2,-1.57,-292.3125,-3.0625,39.625
b'F',766948,3,4.22,913.0378418,3055.28125,8.58,2.98,-0.79,-287.875,-8.875,45.5625
b'F',766984,3,4.24,912.3018799,3055.28125,8.72,2.46,-0.07,-282.5,-20.5625,52.5625
b'F',767013,3,4.24,911.6224365,4203.28125,8.68,1.96,0.22,-279,-27.0625,53
b'F',767044,3,4.24,911.3299561,4203.28125,8.82,1.31,0.61,-273.875,-40.4375,51
b'F',767079,3,4.22,910.9572754,4203.28125,10.34,0.61,0.61,-270,-49.375,45.375
b'F',767107,3,4.22,910.4146729,3931.28125,10.43,0.13,0.37,-266,-56.8125,37.125
b'F',767136,3,4.24,909.8768311,3931.28125,11.97,-0.39,0.01,-262.1875,-61.75,22.25
b'F',767171,3,4.24,909.5983887,3931.28125,11.6,-0.46,-0.65,-261.1875,-63.3125,15.0625
b'F',767199,3,4.24,909.2492676,3931.28125,11.55,-0.57,-1.2,-262.875,-61.625,2.625
b'F',767235,3,4.24,908.7822266,5251.28125,8.72,-0.27,-1.26,-262.8125,-55.6875,-10.75
b'F',767266,3,4.25,908.3104248,5251.28125,9.12,-0.05,-1.57,-262.9375,-48.4375,-18.5625
b'F',767295,3,4.24,908.088623,5251.28125,11.91,0.53,-1.9,-262.5625,-39.6875,-24.625
b'F',767330,3,4.22,907.7111816,6812.28125,10.66,0.83,-1.65,-261.6875,-29.75,-27.5
b'F',767359,3,4.22,907.4376221,6812.28125,10.56,1.13,-1.22,-260.5625,-20.4375,-28.25
b'F',767395,3,4.24,906.8950195,6812.28125,8.94,1.17,-0.65,-257,-8.9375,-25.0625
b'F',767423,3,4.22,906.5742188,4957.28125,12.51,1.89,-0.24,-255.0625,-2.6875,-20.875
b'F',767451,3,4.22,906.2297363,4957.28125,9.97,1.31,0.22,-253.125,0.375,-17.4375
b'F',767486,3,4.22,905.7579346,4957.28125,13.06,1.24,1.33,-248.375,3.1875,-9.875
b'F',767515,3,4.24,905.2296143,1374.28125,11.6,0.67,1.37,-245.25,3.3125,-6.1875
b'F',767543,3,4.22,904.7860107,1374.28125,12.11,0.05,1.63,-241.5625,2,-1.6875
b'F',767578,3,4.22,904.2340088,1374.28125,11.41,-0.67,1.72,-236.1875,-0.5625,1.0625
b'F',767606,3,4.22,903.8188477,-1343.71875,10.25,-1.29,1.55,-230.375,-3.1875,1.3125
b'F',767643,3,4.22,903.2055664,-1343.71875,10.56,-2.26,1.39,-222,-5.6875,-2.875
b'F',767670,3,4.22,902.9177246,-1343.71875,11.12,-3.38,0.98,-217.1875,-6.5,-6.3125
b'F',767702,3,4.2,902.5969238,-3934.71875,11.12,-3.96,0.5,-207.5625,-4.9375,-17.125
b'F',767741,3,4.22,901.8797607,-3934.71875,10.2,-4.14,-0.01,-201.4375,-1.25,-26.8125
b'F',767771,3,4.22,901.3937988,-3934.71875,10.32,-4.44,-0.41,-193.125,6.9375,-39.4375
b'F',767813,3,4.22,900.9597168,-5846.71875,8.9,-3.72,-0.65,-185.3125,17.8125,-50.5625
b'F',767847,3,4.2,900.5162354,-5846.71875,9.3,-3.62,-0.59,-180.3125,27,-56.625
b'F',767883,3,4.22,899.9359131,-5846.71875,9.32,-3.28,-0.5,-173.375,39.0625,-62
b'F',767924,3,4.22,899.5632324,-4631.71875,9.99,-2.8,-0.15,-166.5625,50.0625,-64
b'F',767961,3,4.2,899.0914307,-4631.71875,9.49,-2.14,0.24,-161.625,58.375,-63.1875
b'F',767993,3,4.2,898.7470703,-1943.71875,8.25,-1.61,0.61,-157.1875,63.625,-61.3125
b'F',768032,3,4.2,898.0109863,-1943.71875,9.49,-1.22,1.48,-153.1875,68,-56.25
b'F',768063,3,4.2,897.5675049,-1943.71875,8.4,-1.11,1.92,-150.8125,68.875,-51.5625
b'F',768101,3,4.19,897.1381836,-1837.71875,10.84,-1,2.88,-147.1875,66.8125,-44
b'F',768130,3,4.2,896.2937012,-1837.71875,10.75,-0.89,3.22,-142.875,64.25,-40.625
b'F',768162,3,4.2,895.9492188,-1837.71875,8.08,-0.98,2.78,-139.4375,58.1875,-34
b'F',768196,3,4.2,895.3782959,-3149.71875,7.66,-1.15,3.02,-135.6875,52.875,-29.75
b'F',768224,3,4.2,895.0339355,-3149.71875,7.9,-1.18,3.31,-130.125,47.0625,-26.4375
b'F',768252,3,4.22,894.241333,-3149.71875,8.2,-1.35,3.52,-121.5,40.6875,-24.1875
b'F',768288,3,4.22,893.8166504,-4957.71875,7.33,-1.81,2.96,-112.5,35.375,-22.625
b'F',768315,3,4.2,893.5241699,-4957.71875,9.36,-2.76,3.54,-103.3125,29.625,-23.25
b'F',768351,3,4.22,892.9863281,-4957.71875,8.7,-3.33,3.22,-83.375,21.4375,-29.0625
b'F',768379,3,4.22,892.5286865,-5721.71875,9.49,-4.14,3.4,-69.875,18.4375,-32.75
b'F',768406,3,4.22,891.9200439,-5721.71875,9.48,-4.22,3.36,-45.0625,11.3125,-42.0625
b'F',768442,3,4.22,891.5709229,-5721.71875,8.46,-3.74,2.96,-12.6875,3.875,-54.125
b'F',768470,3,4.22,891.0897217,-5721.71875,8.38,-3.24,2.98,4.5,-2,-61.5
b'F',768501,3,4.24,890.3677979,-4506.71875,10.47,-3.12,3.44,13.25,-9.25,-68.4375
b'F',768541,3,4.24,889.9243164,-4506.71875,8.94,-1.66,2.9,18.6875,-19.375,-75.5625
b'F',768573,3,4.22,889.6365967,-3808.71875,9.24,-1.18,2.76,21.3125,-26.5,-78.125
b'F',768618,3,4.22,888.8721924,-3808.71875,9.4,-0.31,2.59,20.1875,-33.4375,-77.25
b'F',768650,3,4.22,888.3201904,-3808.71875,6.83,0.17,1.96,17.6875,-38.875,-75.5
b'F',768684,3,4.22,887.9050293,-5391.71875,8.78,1.29,1.5,17.8125,-42,-70.5
b'F',768725,3,4.22,887.475708,-5391.71875,7.4,1.5,0.57,15.625,-43.625,-62.25
b'F',768762,3,4.24,886.9520264,-5391.71875,8.42,2.13,0.13,12.625,-42,-51.5625
b'F',768801,3,4.22,886.6452637,-4949.71875,9.75,3.26,-0.59,10.4375,-37.625,-38.75
b'F',768832,3,4.22,886.272583,-4949.71875,10.88,3.98,-1.15,7.75,-32.5,-27.4375
b'F',768864,3,4.22,885.7347412,-2757.71875,10.58,3.6,-1.57,3.8125,-25.8125,-15.75
b'F',768902,3,4.2,885.4281006,-2757.71875,9.8,2.98,-1.46,-0.9375,-16.125,-1.4375
b'F',768930,3,4.2,885.2062988,-2757.71875,8.44,2.18,-1.33,-3.0625,-8.625,6.6875
b'F',768963,3,4.2,884.8336182,-1535.71875,9.32,2.2,-1.39,-3.9375,-2.0625,13.5625
b'F',768999,3,4.2,884.2532959,-1535.71875,9.72,1.9,-1.18,-4.6875,7.3125,21.75
b'F',769026,3,4.22,883.8522949,-1535.71875,9.88,1.72,-0.83,-5.0625,11.75,25.125
b'F',769061,3,4.22,883.4371338,-1169.71875,10.88,1.61,-0.33,-5.75,19.25,31.75
b'F',769090,3,4.22,883.1586914,-1169.71875,9.92,1.15,0.33,-4.625,22.6875,35.9375
b'F',769118,3,4.22,882.6350098,-1169.71875,10.08,0.93,1.11,-1.9375,24.25,39.3125
b'F',769153,3,4.22,882.2056885,-1169.71875,10.6,0.63,2.4,1.125,22.8125,41.875
b'F',769181,3,4.2,881.8990479,-1447.71875,10.3,0.41,2.83,5.4375,18.875,44.4375
b'F',769209,3,4.2,881.5545654,-1447.71875,10.66,0.13,3.62,11.3125,12.125,46.8125
b'F',769244,3,4.22,880.9459229,-1447.71875,10.04,-0.24,4.02,23.5625,2.625,47.8125
b'F',769273,3,4.22,880.2854004,-3314.71875,8.06,-0.69,3.55,27.3125,-4.8125,49.4375
b'F',769351,3,4.22,879.2852783,-5453.71875,7.88,-1.48,3.28,62.125,-23,48.4375
b'F',769379,3,4.22,878.8322754,-5453.71875,8.72,-2.04,3.22,76.8125,-28.4375,46.0625
b'F',769407,3,4.22,878.2236328,-5453.71875,8.86,-2.4,2.84,90.375,-32.8125,43.25
b'F',769442,3,4.22,877.7943115,-5453.71875,8.68,-3.04,2.35,106.625,-36.1875,37.8125
b'F',769471,3,4.22,877.4499512,-7082.71875,10.01,-3.62,2.02,124.625,-36.6875,31.9375
b'F',769502,3,4.24,876.850708,-7082.71875,9.86,-3.88,1.35,139.5625,-36.25,24.875
b'F',769541,3,4.22,876.6053467,-7082.71875,13.08,-5.4,0.98,160.5625,-35.25,9.0625
b'F',769571,3,4.2,876.4403076,-6865.71875,14.62,-6.4,0.59,181.25,-34.1875,-3.5
b'F',769614,3,4.2,875.8883057,-6865.71875,11.69,-5.16,0.69,208.625,-34.375,-21.25
b'F',769646,3,4.22,875.3598633,-4714.71875,7.79,-3.26,0.43,222.75,-38.4375,-32.125
b'F',769682,3,4.22,875.0012207,-4714.71875,8.08,-2.72,0.69,227.625,-40.625,-34.9375
b'F',769722,3,4.2,874.713501,-4714.71875,8.9,-1.83,0.63,234.25,-47.5625,-39
b'F',769758,3,4.22,874.1331787,-1267.71875,9.44,-1.15,0.22,237.3125,-56,-39.5
b'F',769791,3,4.22,873.7698975,-1267.71875,10.56,0.03,-0.45,236.6875,-61.5625,-35.9375
b'F',769829,3,4.2,873.4018555,-1267.71875,10.67,1.17,-1.39,233.25,-65.1875,-26.5625
b'F',769861,3,4.22,873.0668945,697.28125,11.39,2.18,-2.52,231.4375,-63.6875,-15.6875
b'F',769899,3,4.22,872.3874512,697.28125,11.55,2.76,-4.55,231,-55.875,1.5
b'F',769927,3,4.22,872.1705322,697.28125,8.6,1.55,-4.5,220,-45.5,11.9375
b'F',769960,3,4.2,871.7410889,753.28125,7.35,1,-3.98,203.3125,-34.5625,19.5
b'F',769996,3,4.22,871.2315674,753.28125,7.88,0.57,-4.51,174.75,-20.1875,23.25
b'F',770027,3,4.22,870.9532471,753.28125,7.99,-0.29,-4.31,153.4375,-8,23.25
b'F',770054,3,4.22,870.7172852,-1327.71875,8.56,-0.91,-4.09,130.75,3.125,20.0625
b'F',770090,3,4.2,870.3446045,-1327.71875,10.14,-1.03,-3.79,109.6875,11.9375,15.1875
b'F',770118,3,4.22,869.901123,-1327.71875,11.51,-1.11,-3.57,90.875,19.875,9.6875
b'F',770154,3,4.22,869.4764404,-2233.71875,10.56,-1.2,-2.4,73.1875,26.375,1.1875
b'F',770182,3,4.22,869.1981201,-2233.71875,10.93,-1.37,-1.33,67.75,27.8125,-2.875
b'F',770209,3,4.2,868.9622803,-2233.71875,9.52,-1.41,-0.85,60.9375,27.375,-9.375
b'F',770245,3,4.22,868.3677979,522.28125,9.26,-1.2,-0.29,55.1875,23.125,-16.6875
b'F',770272,3,4.22,867.8441162,522.28125,11.06,-1.18,0.15,55.125,20.1875,-20.5
b'F',770300,3,4.22,867.4996338,522.28125,9.72,-1.07,0.13,58,15.1875,-25.25
b'F',770335,3,4.22,866.961792,1645.28125,9.49,-0.67,0.03,57.5625,7.25,-29.4375
b'F',770363,3,4.24,866.6315918,1645.28125,12.39,-0.35,0.03,56.8125,1.875,-30.9375
b'F',770399,3,4.24,866.15979,1645.28125,9.58,0.07,-0.45,55.8125,-3.375,-31.4375
b'F',770427,3,4.22,865.8577881,1467.28125,11.01,0.48,-0.7,54.125,-7,-30.8125
b'F',770456,3,4.22,865.6359863,1467.28125,10.91,0.81,-1.18,53.1875,-9.875,-28.8125
b'F',770496,3,4.24,865.107666,1467.28125,10.56,1.18,-1.83,53.0625,-11.1875,-25
b'F',770527,3,4.24,864.6971436,2096.28125,10.06,1.59,-2.16,53.6875,-10.75,-21.125
b'F',770559,3,4.22,864.2678223,2096.28125,7.01,1.18,-1.87,54.125,-9.375,-16
b'F',770597,3,4.22,863.8951416,2096.28125,7.81,1.66,-2.13,55.625,-7.5625,-9.3125
b'F',770635,3,4.24,863.3148193,3103.28125,8.78,2.2,-2.42,57.375,-5.3125,-1.1875
b'F',770676,3,4.22,862.885376,3103.28125,9.68,2.68,-2.68,58.875,0.125,10.75
b'F',770713,3,4.22,862.5834961,3103.28125,10.06,2.66,-2.68,63.625,4.25,22.25
b'F',770744,3,4.22,862.0456543,4447.28125,9.88,2.38,-2.62,64.3125,7.6875,30.25
b'F',770788,3,4.22,861.4086914,4447.28125,8.66,1.41,-2.42,64.625,12.8125,40.3125
b'F',770819,3,4.2,861.1774902,5031.28125,7.57,0.74,-2.28,62.5,16.0625,45.875
b'F',770852,3,4.2,860.7481689,5031.28125,7.55,-0.17,-2.2,60.0625,19.9375,50.5
b'F',770890,3,4.22,860.0310059,5031.28125,9.78,-0.81,-2.64,57.0625,23.625,52.25
b'F',770918,3,4.22,859.6300049,4810.28125,9.6,-1.22,-2.62,52.5,28.5625,52.375
b'F',770955,3,4.22,859.3280029,4810.28125,10.58,-2.52,-2.48,39.6875,34.9375,48.6875
b'F',770987,3,4.22,858.9128418,4810.28125,8.4,-2.9,-1.87,29.125,38.25,44.125
b'F',771016,3,4.22,858.5968018,1841.28125,9.42,-3.52,-1.9,18,40.4375,38.0625
b'F',771051,3,4.2,858.4174805,1841.28125,8.98,-4.02,-1.7,3.0625,42.125,27.6875
b'F',771079,3,4.19,858.2947998,1841.28125,9.73,-4.57,-1.63,-5.4375,43.125,21.375
b'F',771106,3,4.18,858.2004395,2071.28125,10.23,-4.75,-1.61,-19.75,44.4375,11.6875
b'F',771141,3,4.2,857.5588379,2071.28125,10.06,-4.5,-1.52,-38.25,45.625,-1.75
b'F',771169,3,4.2,857.3417969,2071.28125,10.04,-4.12,-1.7,-45.5,46.875,-7.3125
b'F',771204,3,4.19,856.9029541,7573.28125,11.45,-3.88,-1.68,-57.125,49.3125,-16.875
b'F',771233,3,4.18,856.5161133,7573.28125,10.42,-3.24,-1.63,-63,51.375,-22.8125
b'F',771261,3,4.19,855.935791,7573.28125,11.55,-2.83,-1.72,-66.1875,54.25,-26.0625
b'F',771296,3,4.18,855.4404297,7573.28125,12.63,-2.02,-2.13,-67,58.625,-28.0625
b'F',771324,3,4.18,855.0252686,9899.28125,11.38,-1.29,-1.72,-67.1875,62.6875,-27.125
b'F',771362,3,4.17,854.5157471,9899.28125,12.75,-1,-1.65,-64.625,67.3125,-24.5
b'F',771391,3,4.19,853.6711426,9899.28125,12.53,-0.81,-1.39,-64.4375,70.1875,-20.875
b'F',771418,3,4.19,853.246582,8881.28125,11.75,-0.83,-1.13,-64.25,71.375,-18.1875
b'F',771454,3,4.18,852.6804199,8881.28125,11.62,-1.05,-0.91,-64.5,73.75,-13.375
b'F',771486,3,4.19,852.1425781,8881.28125,11.36,-1.2,-0.87,-65.6875,75.3125,-10.6875
b'F',771517,3,4.2,851.6849365,5954.28125,10.36,-1.42,-0.67,-67.8125,76.375,-9.0625
b'F',771557,3,4.2,851.2177734,5954.28125,9.44,-1.55,-0.27,-71.3125,77.5625,-8.1875
b'F',771588,3,4.2,850.8592529,5954.28125,10.69,-1.92,0.11,-74.3125,77.5,-7.4375
b'F',771632,3,4.2,850.1279297,4433.28125,8.12,-1.92,0.59,-80.125,75.6875,-6.875
b'F',771663,3,4.2,849.90625,4433.28125,9.1,-1.92,1.61,-83,72.625,-6
b'F',771700,3,4.19,849.6608887,4673.28125,8.51,-1.9,2.3,-86.375,66.1875,-4.375
b'F',771739,3,4.18,849.0947266,4673.28125,12.13,-2.3,3.96,-88.6875,56.5625,-5
b'F',771776,3,4.2,848.4577637,4673.28125,10.12,-1.78,4.07,-95.75,44,-5.8125
b'F',771805,3,4.2,848.1134033,4427.28125,10.3,-1.81,4.57,-107.5,30.25,-6.5
b'F',771844,3,4.2,847.6320801,4427.28125,9.2,-1.9,3.64,-125.5,12.1875,-7.875
b'F',771874,3,4.2,847.2169189,4427.28125,10.66,-2.37,3.7,-129.4375,0.9375,-8.8125
b'F',771911,3,4.22,846.5705566,4543.28125,10.54,-2.44,3,-121.8125,-12.25,-12.4375
b'F',771939,3,4.2,846.2827148,4543.28125,13.51,-2.92,2.9,-117.125,-21.5625,-16.6875
b'F',771971,3,4.2,845.9666748,4543.28125,12.39,-2.72,2.11,-113.5,-29.1875,-22.9375
b'F',772007,3,4.19,845.4005127,5707.28125,13.39,-2.66,1.15,-110,-33.5,-29.1875
b'F',772077,3,4.22,843.9520264,5707.28125,9.38,-1.44,-0.79,-108.6875,-32.75,-37.875
b'F',772112,3,4.2,843.5651855,6152.28125,14.26,-1.89,-1.57,-109.25,-28.625,-41.625
b'F',772140,3,4.2,843.206665,6152.28125,13.99,-1.87,-1.57,-110.5,-23.875,-45.625
b'F',772167,3,4.19,842.8527832,6152.28125,11.43,-1.63,-1.31,-112.5625,-19.0625,-50
b'F',772203,3,4.2,842.0648193,4668.28125,10.8,-1.39,-1.37,-114.125,-14.5,-53.1875
b'F',772232,3,4.2,841.4421387,4668.28125,9.7,-1.03,-1.44,-115.75,-9.3125,-55.25
b'F',772260,3,4.2,841.0882568,4668.28125,9.12,-0.55,-1.57,-116.625,-4.25,-54.8125
b'F',772295,3,4.2,840.5362549,2291.28125,6.97,0.17,-1.18,-117.625,0.4375,-52.125
b'F',772324,3,4.2,840.0125732,2291.28125,6.88,0.69,-1.31,-118.875,4.3125,-48.125
b'F',772358,3,4.2,839.6397705,2291.28125,7.33,1.37,-1.39,-119.3125,8.8125,-40.0625
b'F',772385,3,4.2,839.3520508,916.28125,9.08,2.42,-1.46,-118.9375,11.0625,-33.5
b'F',772413,3,4.18,838.9698486,916.28125,9.38,2.84,-1.41,-117.4375,14.5,-22.5625
b'F',772449,3,4.2,838.1914063,916.28125,8.58,3.36,-1.15,-105.5625,16.75,-5.25
b'F',772478,3,4.2,837.9083252,-710.71875,9.56,4.27,-0.98,-87.625,16.625,10.1875
b'F',772509,3,4.2,837.3563232,-710.71875,9.14,4.29,-0.81,-62.0625,15.4375,26.625
b'F',772547,3,4.2,836.8043213,-710.71875,10.49,5.05,-0.41,-23.3125,12.4375,50.875
b'F',772578,3,4.2,836.473999,-288.71875,7.9,3.33,-0.37,-2.9375,10.3125,67.625
b'F',772617,3,4.2,835.9078369,-288.71875,8.46,2.68,-0.43,9.3125,8.5625,85.1875
b'F',772653,3,4.19,835.5539551,-288.71875,10.82,2.35,-0.46,11.6875,7.875,96.25
b'F',772684,3,4.2,835.2897949,-205.71875,9.73,0.19,-0.59,12.5625,7.3125,104.5625
b'F',772729,3,4.2,835.0256348,-205.71875,11.53,-2.13,-0.72,9.6875,6.875,109.25
b'F',772763,3,4.2,834.9454346,-1340.71875,9.46,-3.48,-0.57,6.0625,6.4375,105.5625
b'F',772801,3,4.2,834.6811523,-1340.71875,11.84,-5.01,-0.83,3.6875,5.125,93.625
b'F',772840,3,4.2,834.5443115,-1340.71875,8.03,-5.71,-0.93,-1.125,5,75.9375
b'F',772871,3,4.19,834.3839111,991.28125,6.11,-5.27,-0.7,-0.75,5.8125,59.5
b'F',772910,3,4.19,834.1055908,991.28125,8.3,-7.07,-1.09,-4.125,4.625,40.625
b'F',772939,3,4.2,833.7894287,991.28125,10.04,-8.27,-1.26,-4.5625,5.625,21.75
b'F',772967,3,4.2,833.567749,9476.28125,9.64,-7.68,-1.2,-0.9375,7.25,-1.875
b'F',773007,3,4.19,833.3365479,9476.28125,12.35,-8.6,-1.46,7.5,9.25,-30.5625
b'F',773035,3,4.18,833.1147461,9476.28125,8.86,-5.97,-1.29,15.9375,10.3125,-49
b'F',773071,3,4.2,832.4683838,16102.28125,7.68,-4.77,-1.17,25.3125,11.6875,-61.0625
b'F',773100,3,4.19,832.0957031,16102.28125,7.82,-4.29,-0.96,32.0625,11.4375,-69.1875
b'F',773127,3,4.18,831.7938232,16102.28125,8.98,-4.18,-1.41,33.8125,11.875,-77
b'F',773163,3,4.17,831.1520996,19577.28125,10.62,-4.07,-1.37,37.125,12.625,-84.5
b'F',773191,3,4.18,830.5576172,19577.28125,11.36,-3.5,-1.33,40.0625,13.1875,-91.375
b'F',773227,3,4.18,829.7319336,19577.28125,12.34,-2.84,-1.17,42.875,13.9375,-99
b'F',773255,3,4.17,828.9630127,17355.28125,8.9,-1.66,-0.67,43.6875,13.0625,-101
b'F',773283,3,4.17,828.4675293,17355.28125,9.34,-1.2,-0.67,43.625,12.6875,-101.125
b'F',773318,3,4.18,827.6136475,17355.28125,9.64,-0.21,-0.72,44.5625,10.3125,-99.4375
b'F',773346,3,4.18,827.1323242,17355.28125,8.51,0.13,-0.76,44,9.3125,-95.75
b'F',773374,3,4.18,826.7030029,11813.28125,7.4,0.76,-0.7,43.75,9,-90.6875
b'F',773411,3,4.17,825.8537598,11813.28125,8.92,2.18,-1.22,43.4375,8.75,-83.8125
b'F',773439,3,4.18,825.1365967,11813.28125,6.88,1.9,-0.96,43.6875,9.9375,-74.1875
b'F',773475,3,4.18,824.5185547,6514.28125,9.86,4.07,-1.52,46.75,13.4375,-55.5
b'F',773502,3,4.18,824.1033936,6514.28125,8.94,4.72,-1.78,51.5,15.5625,-44.1875
b'F',773530,3,4.17,823.7353516,6514.28125,11.1,6.59,-2.42,58.5,20.875,-23.875
b'F',773565,3,4.18,823.0041504,4972.28125,11.17,6.81,-2.6,66.25,31.125,8.1875
b'F',773594,3,4.18,822.4379883,4972.28125,12.99,7.59,-2.86,70,41.125,33.5625
b'F',773622,3,4.18,822.0982666,4972.28125,10.47,5.21,-1.83,72.75,48.25,49.6875
b'F',773661,3,4.17,821.7255859,3662.28125,8.51,2.78,-0.85,84.4375,59.375,71.5
b'F',773693,3,4.19,821.0932617,3662.28125,10.88,2.62,0.09,90.0625,67.6875,83.1875
b'F',773732,3,4.19,820.6781006,3662.28125,14.52,1.52,2.2,94.3125,71.3125,91.3125
b'F',773762,3,4.18,820.3903809,1038.28125,11.77,-0.57,2.78,98.6875,69.8125,91.75
b'F',773799,3,4.19,819.8666992,1038.28125,11.17,-1.92,4.14,106.1875,65.3125,86.875
b'F',773838,3,4.19,819.385376,-3971.71875,12.61,-4.55,6.51,126.6875,54.6875,72.9375
b'F',773875,3,4.19,818.9041748,-3971.71875,9.04,-4.72,6.11,154.8125,43.8125,59.8125
b'F',773915,3,4.2,818.0360107,-3971.71875,8.96,-4.57,6.37,206.8125,26.875,40.3125
b'F',773953,3,4.2,817.4179688,-4767.71875,9.64,-4.61,7.73,257.3125,3.375,21.125
b'F',773984,3,4.2,817.0736084,-4767.71875,10.62,-3.96,8.4,279.8125,-18.3125,10.25
b'F',774023,3,4.2,816.3989258,-4767.71875,12.63,-2.7,9.12,281.4375,-52.1875,3.625
b'F',774054,3,4.2,816.0733643,-6127.71875,8.4,-1.2,5.29,264.25,-75.8125,5.375
b'F',774083,3,4.22,815.8092041,-6127.71875,6.31,-0.81,2.72,249.1875,-88.3125,12.0625
b'F',774120,3,4.2,815.4505615,-6127.71875,7.29,-0.67,2.42,247.5,-93.0625,21.5
b'F',774152,3,4.22,815.19104,-6939.71875,11.06,0.17,1.98,245.1875,-95,34.8125
b'F',774188,3,4.22,814.7900391,-6939.71875,12.47,0.76,-0.01,243.4375,-92.1875,45.5
b'F',774216,3,4.22,814.5871582,-6939.71875,12.31,0.59,-1.7,242.75,-83.25,56.4375
b'F',774243,3,4.22,814.1625977,-1938.71875,9.86,0.43,-2.18,240.5625,-72,66.9375
b'F',774279,3,4.2,813.737915,-1938.71875,10.23,-0.19,-2.84,235.125,-57.5,74.0625
b'F',774307,3,4.22,813.2661133,-1938.71875,9.1,-0.93,-2.83,228.75,-41.3125,77.6875
b'F',774335,3,4.22,812.9217529,4633.28125,9.06,-1.18,-3.06,218.6875,-25.4375,77.25
b'F',774370,3,4.2,812.4168701,4633.28125,7.86,-1.98,-1.89,204.8125,-11.0625,72.9375
b'F',774397,3,4.2,811.8648682,4633.28125,9.8,-3.04,-1.55,192.9375,-0.3125,65.5625
b'F',774433,3,4.22,811.2091064,5036.28125,8.18,-3.24,-0.72,178.9375,9.5,51
b'F',774462,3,4.2,810.8505859,5036.28125,10.08,-4.03,-0.17,172.25,12.375,38.5
b'F',774492,3,4.2,810.4400635,5036.28125,9.42,-4.16,1.09,161.4375,11.0625,24
b'F',774531,3,4.2,809.6143799,2784.28125,9.82,-5.11,2.8,137.1875,1.625,1.875
b'F',774563,3,4.22,809.1473389,2784.28125,10.2,-5.11,3.66,116.6875,-10.75,-16.0625
b'F',774601,3,4.22,808.5953369,2784.28125,8.29,-4.02,2.92,76.875,-32.3125,-38.5
b'F',774637,3,4.2,808.1706543,1862.28125,11.32,-4.99,3.52,50.6875,-48,-53.4375
b'F',774668,3,4.22,807.5667725,1862.28125,10.54,-4.2,2.48,39.6875,-62.75,-68.125
b'F',774712,3,4.22,807.0195313,1862.28125,9.8,-2.59,0.37,42.6875,-78.25,-85.5
b'F',774744,3,4.22,806.8118896,262.28125,9.73,-1.55,-0.72,46,-82.875,-91.9375
b'F',774825,3,4.22,806.0145264,-2373.71875,10.67,2.2,-5.4,55.6875,-77.5,-92.4375
b'F',774865,3,4.22,805.6182861,-2373.71875,8.92,3.4,-6.69,81.625,-65.125,-79.9375
b'F',774897,3,4.22,805.5050049,-2373.71875,8.72,3.62,-7.25,113.375,-48,-64.875
b'F',774935,3,4.2,805.2502441,-3248.71875,8.4,3.86,-8.3,174.1875,-24.1875,-40.4375
b'F',774964,3,4.2,804.8398438,-3248.71875,7.68,3.38,-8.1,215.875,-4.1875,-23.1875
b'F',774992,3,4.19,804.552002,-3248.71875,8.6,3.62,-9.2,245.375,17.75,-8.5625
b'F',775031,3,4.18,804.2358398,-134.71875,7.27,2.46,-7.92,264.6875,51.5,4.875
b'F',775060,3,4.16,804.0471191,-134.71875,7.79,2.09,-8.03,258.125,73.5,6.25
b'F',775086,3,4.17,803.5375977,-134.71875,10.32,1.96,-8.92,244.375,87.8125,5.25
b'F',775122,3,4.17,802.9195557,2548.28125,10.47,1,-6.9,201.25,117.5625,-1.5625
b'F',775151,3,4.17,802.5656738,2548.28125,12.08,0.55,-4.59,183.75,131.4375,-8.5
b'F',775186,3,4.15,802.2496338,2548.28125,8.46,0.17,-2.14,182.375,138.3125,-16.125
b'F',775214,3,4.15,801.65979,4584.28125,6.13,-0.13,-0.55,183.875,138,-24.375
b'F',775243,3,4.17,801.3295898,4584.28125,6.79,-0.01,0.15,185.375,133.625,-33.3125
b'F',775278,3,4.17,800.9190674,4584.28125,8.3,0.05,1.76,187.375,122.5625,-44.6875
b'F',775306,3,4.17,800.6455078,3774.28125,9.48,0.21,2.5,189.1875,114.6875,-49.625
b'F',775341,3,4.18,799.9943848,3774.28125,11.12,0.89,3.92,193.25,93.4375,-57.1875
b'F',775370,3,4.19,799.6121826,3774.28125,10.88,1.37,4.64,194.125,73.125,-58.9375
b'F',775397,3,4.19,799.1970215,2694.28125,10.58,1.85,4.9,186.5,52.375,-57.75
b'F',775434,3,4.2,798.6591797,2694.28125,8.36,1.65,3.78,170.1875,33.1875,-53.8125
b'F',775462,3,4.2,798.3336182,2694.28125,8.08,1.66,3.57,151.8125,15.9375,-48.4375
b'F',775496,3,4.2,797.918457,1960.28125,7.12,1.81,2.92,133.5625,1.5625,-41.625
b'F',775535,3,4.2,797.635376,1960.28125,5.93,2.02,2.48,106.875,-12.9375,-31.625
b'F',775567,3,4.19,797.2768555,1960.28125,6.33,3.07,2.35,85.0625,-20.875,-23.3125
b'F',775604,3,4.2,796.6965332,-688.71875,6.27,3.5,2.13,37.5,-29.4375,-9.5
